Date,Timestamp,Phase,Heart_Rate_bpm,Breathing_Rate_bpm,Body_Temperature_C,Pressure_Index,Movement_Count,Sleep_Duration_hr,Deep_Sleep_pct,REM_Sleep_pct,Light_Sleep_pct,Sleep_Disturbances,Sleep_Quality_Score
2026-07-18,2026-07-19 03:10:00,After,62.1,12.0,36.44,42.3,0,7.24,24.3,23.3,52.4,3,66.0
2026-07-18,2026-07-19 03:30:00,After,62.7,16.0,36.1,37.7,2,7.12,26.2,20.7,53.1,2,70.0
2026-07-18,2026-07-19 03:50:00,After,60.2,13.8,36.69,34.5,1,7.19,20.8,28.0,51.1,2,58.6
2026-07-18,2026-07-19 04:10:00,After,56.0,14.4,36.65,47.4,5,6.27,18.8,17.6,63.6,2,69.0
2026-07-18,2026-07-19 04:30:00,After,63.4,14.4,36.27,42.3,3,6.33,17.7,19.6,62.7,1,70.7
2026-07-18,2026-07-19 04:50:00,After,64.5,15.4,37.14,23.8,3,6.74,19.8,20.3,59.9,5,73.1
2026-07-18,2026-07-19 05:10:00,After,63.1,16.3,36.12,32.0,1,6.02,22.4,23.4,54.2,1,75.2
2026-07-18,2026-07-19 05:30:00,After,63.8,15.4,36.03,46.8,1,7.24,22.3,20.4,57.2,3,62.0
2026-07-18,2026-07-19 05:50:00,After,67.0,14.0,36.78,39.3,2,6.76,19.8,19.9,60.4,4,68.4
2026-07-18,2026-07-19 06:10:00,After,59.6,13.7,35.8,51.0,3,6.34,20.5,19.1,60.4,4,69.7
2026-07-18,2026-07-19 06:30:00,After,64.3,10.4,36.37,37.7,1,6.57,22.8,25.3,51.9,4,66.9
2026-07-19,2026-07-19 22:30:00,After,70.0,16.0,36.47,39.7,3,6.93,19.0,17.1,64.0,2,72.6
2026-07-19,2026-07-19 22:50:00,After,68.6,15.7,36.35,47.5,0,7.37,27.3,24.1,48.6,2,71.4
2026-07-19,2026-07-19 23:10:00,After,62.4,16.8,36.45,43.8,2,7.53,25.6,23.1,51.3,4,76.4
2026-07-19,2026-07-19 23:30:00,After,62.6,12.2,36.74,56.7,1,6.46,19.8,23.4,56.8,4,51.6
2026-07-19,2026-07-19 23:50:00,After,68.5,13.7,36.63,49.6,0,7.07,17.2,21.5,61.3,4,63.0
2026-07-19,2026-07-20 00:10:00,After,54.1,14.0,36.46,45.2,3,7.33,23.8,24.9,51.4,1,65.6
2026-07-19,2026-07-20 00:30:00,After,60.4,13.3,36.69,38.5,1,7.5,22.0,22.5,55.5,3,83.1
2026-07-19,2026-07-20 00:50:00,After,60.4,16.3,36.55,42.6,0,8.13,21.9,23.4,54.7,3,70.7
2026-07-19,2026-07-20 01:10:00,After,65.3,11.9,36.17,63.2,2,7.92,23.6,21.5,54.8,5,66.3
2026-07-19,2026-07-20 01:30:00,After,64.4,14.0,36.66,43.4,4,6.35,22.7,22.2,55.1,3,66.5
2026-07-19,2026-07-20 01:50:00,After,70.1,14.6,36.39,47.0,1,6.45,22.0,21.6,56.5,1,85.6
2026-07-19,2026-07-20 02:10:00,After,59.2,14.3,36.3,46.7,3,6.43,20.7,27.5,51.8,6,62.5
2026-07-19,2026-07-20 02:30:00,After,57.7,15.7,36.56,48.5,0,7.51,15.9,24.2,59.9,2,76.3
2026-07-19,2026-07-20 02:50:00,After,64.6,14.0,36.47,42.1,3,7.44,25.1,23.1,51.7,4,84.5
2026-07-19,2026-07-20 03:10:00,After,66.6,14.4,36.37,21.0,0,6.58,17.9,22.7,59.4,3,83.4
2026-07-19,2026-07-20 03:30:00,After,61.4,14.2,36.19,49.5,2,7.18,19.4,25.6,55.0,3,74.5
2026-07-19,2026-07-20 03:50:00,After,60.3,15.4,37.02,34.9,1,7.35,20.0,14.5,65.5,5,75.6
2026-07-19,2026-07-20 04:10:00,After,56.9,13.4,36.89,57.0,1,7.42,21.5,26.4,52.1,2,69.5
2026-07-19,2026-07-20 04:30:00,After,66.5,14.2,36.84,38.0,0,7.11,22.0,20.9,57.2,4,59.5
2026-07-19,2026-07-20 04:50:00,After,63.0,16.4,36.39,37.5,3,7.33,26.1,29.2,44.7,4,46.9
2026-07-19,2026-07-20 05:10:00,After,64.6,13.6,36.23,45.1,4,6.55,22.2,21.3,56.5,1,81.0
2026-07-19,2026-07-20 05:30:00,After,61.3,12.4,36.46,44.6,0,6.21,26.1,29.0,44.9,3,68.6
2026-07-19,2026-07-20 05:50:00,After,61.1,13.7,36.66,41.2,2,6.95,24.1,22.9,52.9,3,71.7
2026-07-19,2026-07-20 06:10:00,After,60.9,13.8,35.98,52.8,4,7.13,15.7,23.8,60.5,3,69.8
2026-07-19,2026-07-20 06:30:00,After,62.5,14.5,36.59,46.9,3,6.72,22.3,18.1,59.6,2,75.6
2026-07-20,2026-07-20 22:30:00,After,59.4,13.8,35.9,31.7,2,6.5,25.6,22.4,52.0,2,68.5
2026-07-20,2026-07-20 22:50:00,After,65.0,16.4,36.34,44.9,0,6.44,23.8,32.3,43.9,3,69.5
2026-07-20,2026-07-20 23:10:00,After,62.8,15.0,36.69,32.8,1,6.99,14.1,22.4,63.6,2,75.3
2026-07-20,2026-07-20 23:30:00,After,57.2,13.5,36.74,37.9,0,7.01,23.8,20.1,56.1,1,75.3
2026-07-20,2026-07-20 23:50:00,After,61.9,15.2,36.48,45.8,2,6.27,20.0,21.2,58.9,2,73.6
2026-07-20,2026-07-21 00:10:00,After,58.1,14.8,35.95,46.5,1,7.38,17.5,25.0,57.4,3,84.6
2026-07-20,2026-07-21 00:30:00,After,60.0,18.5,35.9,41.0,3,6.24,22.0,21.2,56.8,1,71.9
2026-07-20,2026-07-21 00:50:00,After,64.3,15.3,36.98,24.4,2,8.22,21.2,26.3,52.5,5,76.1
2026-07-20,2026-07-21 01:10:00,After,60.1,10.6,36.67,36.7,1,7.08,22.1,23.8,54.1,1,83.3
2026-07-20,2026-07-21 01:30:00,After,60.9,11.8,36.47,44.3,2,7.14,24.3,25.0,50.7,5,57.2
2026-07-20,2026-07-21 01:50:00,After,58.8,15.3,36.22,30.9,1,7.84,21.8,26.9,51.3,0,83.1
2026-07-20,2026-07-21 02:10:00,After,59.9,15.2,36.27,58.2,2,6.86,19.8,26.7,53.5,4,67.0
2026-07-20,2026-07-21 02:30:00,After,56.7,13.4,36.35,38.1,1,6.69,19.8,23.6,56.6,3,63.6
2026-07-20,2026-07-21 02:50:00,After,67.4,12.8,36.1,47.4,1,5.92,26.9,25.0,48.1,1,58.7
2026-07-20,2026-07-21 03:10:00,After,68.9,13.2,36.29,23.6,2,6.84,25.9,21.9,52.3,4,80.2
2026-07-20,2026-07-21 03:30:00,After,66.6,13.5,35.88,46.8,2,6.93,25.7,20.3,54.0,2,71.4
2026-07-20,2026-07-21 03:50:00,After,52.9,16.8,36.27,48.6,2,6.96,16.2,19.9,63.9,4,71.3
2026-07-20,2026-07-21 04:10:00,After,61.6,15.0,36.63,61.9,1,7.07,18.3,22.7,59.1,4,77.3
2026-07-20,2026-07-21 04:30:00,After,57.3,14.7,36.28,38.9,2,7.38,22.4,16.1,61.6,5,73.5
2026-07-20,2026-07-21 04:50:00,After,67.3,11.9,36.81,64.1,2,6.87,20.6,26.7,52.7,3,77.6
2026-07-20,2026-07-21 05:10:00,After,65.4,12.7,36.07,32.9,0,6.81,22.5,23.1,54.4,2,77.7
2026-07-20,2026-07-21 05:30:00,After,64.9,15.6,36.47,49.4,3,7.02,17.2,27.1,55.7,3,77.5
2026-07-20,2026-07-21 05:50:00,After,67.3,14.8,36.35,52.8,1,7.0,24.4,16.5,59.1,3,67.0
2026-07-20,2026-07-21 06:10:00,After,68.8,15.2,36.56,48.4,2,7.04,18.4,20.5,61.1,5,69.9
2026-07-20,2026-07-21 06:30:00,After,69.1,15.0,36.69,52.4,1,6.45,21.0,24.9,54.1,1,75.7
2026-07-21,2026-07-21 22:30:00,After,57.8,16.0,36.33,34.8,1,6.35,20.0,17.3,62.8,2,77.5
2026-07-21,2026-07-21 22:50:00,After,62.3,12.5,36.56,45.2,5,7.88,16.3,25.9,57.8,3,73.9
2026-07-21,2026-07-21 23:10:00,After,61.1,14.5,36.49,40.3,1,6.67,20.2,23.5,56.3,5,62.6
2026-07-21,2026-07-21 23:30:00,After,59.4,13.2,36.54,49.3,4,7.33,22.4,21.8,55.9,3,83.9
2026-07-21,2026-07-21 23:50:00,After,58.3,13.0,36.84,53.2,3,7.03,25.6,30.9,43.5,4,70.5
2026-07-21,2026-07-22 00:10:00,After,65.5,13.8,37.1,45.6,2,6.88,20.8,24.6,54.6,4,70.4
2026-07-21,2026-07-22 00:30:00,After,60.1,16.9,36.23,55.7,3,6.8,21.5,23.2,55.3,2,73.6
2026-07-21,2026-07-22 00:50:00,After,68.5,12.4,36.34,37.1,3,6.96,22.1,23.9,54.0,3,73.0
2026-07-21,2026-07-22 01:10:00,After,65.5,14.1,36.91,66.9,0,7.1,19.5,21.2,59.3,3,64.1
2026-07-21,2026-07-22 01:30:00,After,64.2,13.0,36.77,65.0,1,6.61,25.6,19.2,55.2,3,63.5
2026-07-21,2026-07-22 01:50:00,After,62.3,12.8,36.71,36.5,3,6.66,22.7,27.6,49.7,2,79.5
2026-07-21,2026-07-22 02:10:00,After,68.2,13.1,36.14,46.7,2,6.75,17.9,19.3,62.8,3,70.4
2026-07-21,2026-07-22 02:30:00,After,53.1,16.0,35.97,42.7,1,7.6,29.7,21.9,48.4,1,86.5
2026-07-21,2026-07-22 02:50:00,After,66.0,13.6,36.35,37.5,0,6.84,24.5,24.3,51.1,3,64.3
2026-07-21,2026-07-22 03:10:00,After,63.3,12.0,36.54,51.8,1,7.71,19.9,26.4,53.7,3,73.9
2026-07-21,2026-07-22 03:30:00,After,64.5,13.0,36.53,40.6,2,6.41,29.8,20.2,50.0,2,80.7
2026-07-21,2026-07-22 03:50:00,After,63.7,15.9,36.32,43.1,4,7.49,18.2,21.0,60.8,4,53.4
2026-07-21,2026-07-22 04:10:00,After,62.5,12.2,36.38,41.3,0,6.84,16.8,26.1,57.1,1,64.1
2026-07-21,2026-07-22 04:30:00,After,63.3,15.8,37.01,49.2,2,6.97,19.7,26.0,54.4,3,68.0
2026-07-21,2026-07-22 04:50:00,After,58.4,13.0,36.09,44.1,3,6.46,21.7,28.6,49.7,3,66.5
2026-07-21,2026-07-22 05:10:00,After,58.0,14.9,36.71,38.3,0,6.79,26.5,26.1,47.4,3,77.6
2026-07-21,2026-07-22 05:30:00,After,54.7,15.5,36.22,59.9,1,6.52,24.3,21.7,54.0,3,72.6
2026-07-21,2026-07-22 05:50:00,After,64.4,13.7,36.63,56.7,1,7.01,18.3,17.6,64.1,4,54.5
2026-07-21,2026-07-22 06:10:00,After,61.6,15.4,36.57,40.5,0,6.51,27.0,25.3,47.7,3,71.2
2026-07-21,2026-07-22 06:30:00,After,60.9,14.5,36.52,52.7,2,6.65,20.6,30.2,49.2,2,70.7
2026-07-22,2026-07-22 22:30:00,After,61.4,12.7,36.61,44.3,0,7.41,22.4,23.6,54.0,4,79.2
2026-07-22,2026-07-22 22:50:00,After,60.9,13.4,36.24,50.3,3,7.23,23.5,19.4,57.0,4,64.6
2026-07-22,2026-07-22 23:10:00,After,59.0,13.8,36.35,42.0,1,6.35,25.4,26.4,48.3,0,79.6
2026-07-22,2026-07-22 23:30:00,After,60.2,15.6,36.48,44.3,3,7.5,24.5,30.0,45.5,2,82.2
2026-07-22,2026-07-22 23:50:00,After,62.6,16.2,36.5,40.5,1,7.59,20.2,24.9,55.0,5,72.2
2026-07-22,2026-07-23 00:10:00,After,67.6,12.3,36.39,41.4,1,7.31,20.4,23.4,56.1,3,66.6
2026-07-22,2026-07-23 00:30:00,After,62.6,14.1,36.46,44.3,2,7.03,21.6,18.2,60.2,6,72.9
2026-07-22,2026-07-23 00:50:00,After,63.0,13.8,36.35,26.3,2,7.4,25.9,21.5,52.6,4,81.8
2026-07-22,2026-07-23 01:10:00,After,69.3,13.9,35.92,36.6,1,6.81,25.9,26.8,47.3,3,78.2
2026-07-22,2026-07-23 01:30:00,After,64.3,14.4,36.73,44.7,0,6.88,17.3,26.8,55.9,3,62.1
2026-07-22,2026-07-23 01:50:00,After,64.5,16.9,36.49,44.0,3,7.71,25.4,20.2,54.4,2,72.9
2026-07-22,2026-07-23 02:10:00,After,56.6,14.7,36.28,46.7,2,6.84,23.8,24.6,51.7,5,67.1
2026-07-22,2026-07-23 02:30:00,After,64.1,13.6,36.55,48.0,1,6.96,23.3,21.0,55.8,1,84.6
2026-07-22,2026-07-23 02:50:00,After,64.7,14.0,36.22,36.6,2,7.26,19.0,18.7,62.3,1,74.3
2026-07-22,2026-07-23 03:10:00,After,59.4,10.8,36.41,39.6,2,6.93,23.8,24.6,51.6,0,74.8
2026-07-22,2026-07-23 03:30:00,After,58.2,15.7,36.7,35.9,0,6.8,19.9,23.1,57.0,4,75.3
2026-07-22,2026-07-23 03:50:00,After,61.9,11.8,36.24,39.3,2,6.44,19.6,23.4,57.1,2,61.3
2026-07-22,2026-07-23 04:10:00,After,62.4,15.2,36.2,51.3,0,6.93,20.8,22.0,57.2,2,58.2
2026-07-22,2026-07-23 04:30:00,After,66.5,18.6,36.57,33.8,2,6.53,24.4,16.9,58.7,2,68.3
2026-07-22,2026-07-23 04:50:00,After,65.5,18.0,36.44,31.3,2,7.82,23.5,24.6,51.9,4,77.4
2026-07-22,2026-07-23 05:10:00,After,60.3,11.7,36.27,34.1,5,7.3,17.6,28.4,54.1,2,78.7
2026-07-22,2026-07-23 05:30:00,After,63.2,14.6,36.64,37.7,0,6.45,27.0,27.7,45.4,4,61.9
2026-07-22,2026-07-23 05:50:00,After,61.9,14.5,36.32,59.2,2,7.06,25.1,17.8,57.1,3,80.0
2026-07-22,2026-07-23 06:10:00,After,64.8,14.3,36.39,45.8,1,7.17,25.8,22.3,51.9,3,75.7
2026-07-22,2026-07-23 06:30:00,After,64.9,15.6,36.25,39.2,1,6.78,10.6,26.6,62.8,1,84.4
2026-07-23,2026-07-23 22:30:00,After,65.6,13.7,36.65,47.8,1,6.56,24.3,20.9,54.9,3,68.3
2026-07-23,2026-07-23 22:50:00,After,63.4,16.8,36.44,55.0,2,7.22,21.9,25.1,53.0,5,68.2
2026-07-23,2026-07-23 23:10:00,After,63.8,16.2,36.47,32.1,3,7.96,20.4,23.5,56.2,4,70.6
2026-07-23,2026-07-23 23:30:00,After,59.5,14.7,36.05,41.4,1,7.11,27.6,23.3,49.1,5,67.2
2026-07-23,2026-07-23 23:50:00,After,59.9,14.7,36.45,33.4,3,6.77,19.9,17.7,62.4,5,58.3
2026-07-23,2026-07-24 00:10:00,After,63.2,15.7,36.61,43.5,3,6.23,19.2,23.6,57.1,4,72.9
2026-07-23,2026-07-24 00:30:00,After,58.7,17.6,36.69,44.0,2,7.03,16.3,20.3,63.4,0,68.5
2026-07-23,2026-07-24 00:50:00,After,62.5,16.6,36.6,46.1,1,6.49,19.5,21.9,58.5,2,68.1
2026-07-23,2026-07-24 01:10:00,After,60.7,14.5,36.42,29.6,0,6.51,28.3,20.4,51.3,2,63.7
2026-07-23,2026-07-24 01:30:00,After,69.3,15.1,36.27,54.0,0,7.09,24.3,26.3,49.4,3,67.2
2026-07-23,2026-07-24 01:50:00,After,65.3,14.2,36.59,35.5,2,7.37,19.8,25.6,54.6,0,72.8
2026-07-23,2026-07-24 02:10:00,After,59.8,12.4,36.45,47.5,0,7.32,26.6,26.9,46.5,3,72.5
2026-07-23,2026-07-24 02:30:00,After,63.6,14.8,36.43,45.6,1,7.21,20.3,22.7,57.0,1,66.8
2026-07-23,2026-07-24 02:50:00,After,63.7,13.2,36.06,34.0,1,6.57,24.7,23.5,51.8,2,66.7
2026-07-23,2026-07-24 03:10:00,After,67.6,15.7,36.22,54.5,3,6.93,26.2,19.5,54.3,2,81.1
2026-07-23,2026-07-24 03:30:00,After,54.6,14.2,36.4,50.2,2,7.48,27.0,23.9,49.1,0,81.6
2026-07-23,2026-07-24 03:50:00,After,66.7,14.2,36.94,51.7,3,6.78,26.2,20.6,53.2,3,63.1
2026-07-23,2026-07-24 04:10:00,After,69.2,16.8,36.28,45.3,2,6.69,23.0,25.2,51.8,3,77.2
2026-07-23,2026-07-24 04:30:00,After,65.9,14.4,36.47,52.3,1,6.32,19.2,25.0,55.8,2,71.0
2026-07-23,2026-07-24 04:50:00,After,61.3,13.6,36.24,43.2,2,6.92,15.2,15.8,69.0,3,74.5
2026-07-23,2026-07-24 05:10:00,After,70.2,14.5,36.7,42.2,3,7.96,23.0,28.0,49.1,2,77.6
2026-07-23,2026-07-24 05:30:00,After,63.1,11.0,36.21,34.1,5,7.37,26.2,23.0,50.8,3,71.5
2026-07-23,2026-07-24 05:50:00,After,65.4,13.7,36.74,33.8,1,6.96,20.4,25.7,53.9,2,71.4
2026-07-23,2026-07-24 06:10:00,After,67.9,16.6,36.89,41.5,1,7.55,13.8,28.0,58.2,2,74.9
2026-07-23,2026-07-24 06:30:00,After,59.8,15.3,36.41,32.3,1,6.62,14.6,18.7,66.6,3,55.9
2026-07-24,2026-07-24 22:30:00,After,57.8,14.3,36.36,61.9,1,7.83,24.6,21.2,54.2,1,78.5
2026-07-24,2026-07-24 22:50:00,After,62.4,13.6,36.61,37.2,1,7.17,17.9,25.8,56.3,0,72.8
2026-07-24,2026-07-24 23:10:00,After,62.1,13.3,36.36,60.8,1,6.62,30.5,24.3,45.1,3,72.9
2026-07-24,2026-07-24 23:30:00,After,71.9,12.8,36.22,37.2,1,7.01,27.9,23.5,48.6,2,68.7
2026-07-24,2026-07-24 23:50:00,After,66.1,13.1,36.96,61.4,2,7.12,19.3,25.1,55.6,4,68.5
2026-07-24,2026-07-25 00:10:00,After,60.7,16.6,36.35,33.2,1,6.61,25.0,16.4,58.6,2,70.7
2026-07-24,2026-07-25 00:30:00,After,63.7,16.8,36.89,29.6,0,6.14,25.5,33.6,40.9,1,73.4
2026-07-24,2026-07-25 00:50:00,After,60.5,13.5,36.32,33.9,1,7.43,22.2,24.3,53.5,2,72.6
2026-07-24,2026-07-25 01:10:00,After,64.0,12.6,36.41,36.3,3,6.6,19.6,26.5,53.9,4,59.0
2026-07-24,2026-07-25 01:30:00,After,59.2,18.1,36.94,43.7,0,7.32,23.1,21.5,55.4,5,62.9
2026-07-24,2026-07-25 01:50:00,After,62.0,12.7,36.5,58.3,1,6.94,21.0,26.5,52.6,2,70.5
2026-07-24,2026-07-25 02:10:00,After,66.9,13.8,36.82,32.4,2,6.17,25.1,21.9,53.0,4,56.5
2026-07-24,2026-07-25 02:30:00,After,67.1,12.1,36.33,35.0,3,6.21,31.3,23.3,45.4,4,67.7
2026-07-24,2026-07-25 02:50:00,After,64.7,13.8,36.55,48.8,1,6.97,24.9,19.8,55.3,3,84.8
2026-07-24,2026-07-25 03:10:00,After,67.1,16.3,36.51,46.9,0,7.45,19.5,28.1,52.4,5,76.7
2026-07-24,2026-07-25 03:30:00,After,65.3,13.9,36.6,36.5,0,6.88,19.6,19.2,61.1,2,62.6
2026-07-24,2026-07-25 03:50:00,After,70.3,14.3,36.49,49.3,2,7.43,21.0,21.5,57.5,2,75.1
2026-07-24,2026-07-25 04:10:00,After,61.5,13.0,36.31,45.3,5,7.66,26.7,25.6,47.7,6,73.3
2026-07-24,2026-07-25 04:30:00,After,64.1,17.7,35.82,42.1,2,7.56,26.0,24.2,49.8,3,66.4
2026-07-24,2026-07-25 04:50:00,After,59.0,14.8,36.16,39.2,1,7.72,26.3,18.3,55.4,2,60.6
2026-07-24,2026-07-25 05:10:00,After,60.3,15.4,36.4,48.1,2,6.31,15.3,25.3,59.4,4,57.0
2026-07-24,2026-07-25 05:30:00,After,64.1,15.9,36.39,50.1,2,7.88,24.4,27.6,48.0,4,69.4
2026-07-24,2026-07-25 05:50:00,After,63.4,14.7,36.27,40.5,2,6.91,25.1,27.0,47.9,4,64.1
2026-07-24,2026-07-25 06:10:00,After,67.5,16.4,36.44,44.3,4,6.65,19.7,22.1,58.2,0,75.2
2026-07-24,2026-07-25 06:30:00,After,56.4,14.4,36.72,39.7,2,7.75,21.8,31.2,47.1,1,82.6
2026-07-25,2026-07-25 22:30:00,After,60.6,14.0,36.19,51.9,2,5.93,23.2,20.1,56.7,3,75.4
2026-07-25,2026-07-25 22:50:00,After,59.7,15.9,36.39,59.8,0,6.84,23.7,25.1,51.3,2,69.5
2026-07-25,2026-07-25 23:10:00,After,62.0,11.8,36.48,40.5,4,6.97,21.4,24.8,53.9,3,68.6
2026-07-25,2026-07-25 23:30:00,After,64.8,13.3,36.35,39.2,2,7.61,20.2,23.0,56.7,2,86.8
2026-07-25,2026-07-25 23:50:00,After,55.0,14.8,36.71,50.3,2,6.83,14.8,26.5,58.7,2,66.2
2026-07-25,2026-07-26 00:10:00,After,61.6,14.7,36.49,48.9,1,6.4,28.6,22.7,48.7,4,67.3
2026-07-25,2026-07-26 00:30:00,After,61.3,13.9,36.46,49.4,2,6.69,23.5,20.7,55.8,2,67.5
2026-07-25,2026-07-26 00:50:00,After,65.2,14.6,36.52,66.6,1,7.78,30.5,21.3,48.2,6,67.9
2026-07-25,2026-07-26 01:10:00,After,62.2,15.6,36.48,48.5,3,7.06,27.9,25.6,46.5,2,87.2
2026-07-25,2026-07-26 01:30:00,After,65.2,14.0,35.99,31.6,2,7.77,19.9,27.7,52.4,1,66.2
2026-07-25,2026-07-26 01:50:00,After,66.9,10.9,36.45,72.1,0,6.42,21.9,27.9,50.1,4,72.8
2026-07-25,2026-07-26 02:10:00,After,62.3,16.2,36.66,47.6,2,6.95,18.7,20.0,61.3,4,66.6
2026-07-25,2026-07-26 02:30:00,After,60.0,13.3,36.67,38.3,1,6.14,16.9,24.0,59.1,2,76.1
2026-07-25,2026-07-26 02:50:00,After,66.4,15.4,36.95,43.3,3,7.29,28.9,23.0,48.0,3,82.5
2026-07-25,2026-07-26 03:10:00,After,62.5,13.3,36.72,44.7,1,7.08,19.1,17.8,63.1,3,78.2
2026-07-25,2026-07-26 03:30:00,After,62.2,16.5,36.32,34.5,3,6.97,28.9,22.9,48.2,4,62.5
2026-07-25,2026-07-26 03:50:00,After,66.8,15.9,36.72,43.9,2,6.93,21.8,19.0,59.2,4,76.8
2026-07-25,2026-07-26 04:10:00,After,60.4,12.6,36.31,48.5,0,6.73,23.6,13.9,62.5,4,78.7
2026-07-25,2026-07-26 04:30:00,After,59.3,12.8,36.39,37.2,1,6.5,27.4,20.2,52.4,4,70.0
2026-07-25,2026-07-26 04:50:00,After,56.7,15.3,36.47,39.9,4,7.11,22.2,18.4,59.4,5,85.0
2026-07-25,2026-07-26 05:10:00,After,65.2,14.4,36.43,39.8,3,6.81,19.9,20.8,59.3,3,61.5
2026-07-25,2026-07-26 05:30:00,After,60.1,16.3,36.26,51.8,0,6.07,20.2,26.5,53.2,5,69.9
2026-07-25,2026-07-26 05:50:00,After,64.1,14.0,36.2,61.5,2,6.72,18.1,24.8,57.1,4,66.3
2026-07-25,2026-07-26 06:10:00,After,68.3,13.1,36.87,49.1,2,6.45,23.6,28.9,47.4,3,73.0
2026-07-25,2026-07-26 06:30:00,After,65.0,14.9,36.73,47.6,0,7.38,20.8,24.6,54.6,3,74.9
2026-07-26,2026-07-26 22:30:00,After,62.3,14.6,36.99,41.3,1,7.54,33.5,24.6,41.9,4,76.9
2026-07-26,2026-07-26 22:50:00,After,67.9,14.9,36.7,34.5,2,6.16,26.1,26.2,47.7,3,65.7
2026-07-26,2026-07-26 23:10:00,After,64.4,17.7,36.06,51.0,1,6.59,21.9,22.3,55.8,2,70.9
2026-07-26,2026-07-26 23:30:00,After,59.0,15.8,36.05,48.9,1,7.09,16.6,23.1,60.3,1,78.2
2026-07-26,2026-07-26 23:50:00,After,59.8,13.6,36.57,37.0,1,6.97,28.2,31.4,40.4,3,76.9
2026-07-26,2026-07-27 00:10:00,After,56.8,16.6,36.69,39.6,3,6.52,25.6,19.8,54.6,1,65.7
2026-07-26,2026-07-27 00:30:00,After,65.7,13.4,36.16,38.5,3,6.99,29.4,20.4,50.2,2,70.4
2026-07-26,2026-07-27 00:50:00,After,61.5,15.2,36.74,41.2,2,7.61,21.8,23.1,55.1,4,69.3
2026-07-26,2026-07-27 01:10:00,After,55.4,15.4,36.59,40.8,0,7.28,20.8,21.1,58.1,4,74.6
2026-07-26,2026-07-27 01:30:00,After,63.9,15.5,36.43,37.0,1,6.52,20.2,21.5,58.3,6,45.2
2026-07-26,2026-07-27 01:50:00,After,62.4,16.9,36.53,50.8,2,7.04,16.6,25.4,58.0,3,63.2
2026-07-26,2026-07-27 02:10:00,After,60.2,14.4,36.73,57.3,1,7.11,28.2,18.1,53.6,2,77.8
2026-07-26,2026-07-27 02:30:00,After,63.5,13.5,36.56,52.8,0,6.96,25.6,21.8,52.7,1,59.9
2026-07-26,2026-07-27 02:50:00,After,67.4,15.2,36.52,40.0,1,6.81,14.6,20.8,64.6,2,76.3
2026-07-26,2026-07-27 03:10:00,After,62.9,15.5,36.84,53.5,0,7.21,28.8,23.1,48.1,4,73.2
2026-07-26,2026-07-27 03:30:00,After,63.7,13.6,35.93,49.7,3,6.84,26.2,22.6,51.2,2,80.9
2026-07-26,2026-07-27 03:50:00,After,59.7,13.2,36.28,33.7,0,7.07,20.7,19.3,59.9,4,66.3
2026-07-26,2026-07-27 04:10:00,After,59.2,14.3,36.34,57.4,1,6.03,21.9,21.3,56.8,1,78.0
2026-07-26,2026-07-27 04:30:00,After,65.3,14.3,36.84,50.0,2,6.63,23.5,25.4,51.1,3,71.2
2026-07-26,2026-07-27 04:50:00,After,62.1,12.3,36.46,37.9,2,7.45,22.9,22.6,54.5,2,78.6
2026-07-26,2026-07-27 05:10:00,After,60.0,14.8,36.32,35.9,1,6.71,20.7,22.9,56.5,3,44.2
2026-07-26,2026-07-27 05:30:00,After,60.2,13.7,36.88,34.3,3,6.64,20.2,20.6,59.2,2,90.2
2026-07-26,2026-07-27 05:50:00,After,66.0,16.0,36.62,29.5,1,7.18,25.8,20.4,53.8,4,75.8
2026-07-26,2026-07-27 06:10:00,After,69.5,13.7,36.23,40.7,3,6.07,22.3,21.7,56.0,3,73.5
2026-07-26,2026-07-27 06:30:00,After,61.1,11.5,37.01,35.0,3,6.52,25.8,22.0,52.2,5,51.2
2026-07-27,2026-07-27 22:30:00,After,65.7,13.0,36.84,45.3,2,6.74,25.9,16.8,57.2,2,62.4
2026-07-27,2026-07-27 22:50:00,After,63.8,13.7,36.66,43.0,1,6.3,19.3,21.4,59.3,4,71.8
2026-07-27,2026-07-27 23:10:00,After,69.3,13.8,36.34,47.8,2,6.89,21.3,24.2,54.5,2,82.9
2026-07-27,2026-07-27 23:30:00,After,62.4,15.2,36.86,53.3,0,6.37,18.0,25.7,56.3,4,71.4
2026-07-27,2026-07-27 23:50:00,After,62.3,15.1,36.49,35.2,2,7.15,17.3,22.3,60.4,3,81.3
2026-07-27,2026-07-28 00:10:00,After,65.3,13.2,36.79,41.3,4,6.44,16.6,27.0,56.4,5,59.7
2026-07-27,2026-07-28 00:30:00,After,63.2,15.4,36.44,45.3,1,6.84,22.0,23.3,54.6,1,79.0
2026-07-27,2026-07-28 00:50:00,After,63.5,12.7,36.95,40.9,4,6.87,22.1,24.0,54.0,4,64.3
2026-07-27,2026-07-28 01:10:00,After,63.2,14.5,36.26,64.9,1,7.59,24.5,19.9,55.6,4,83.2
2026-07-27,2026-07-28 01:30:00,After,62.9,18.2,36.07,50.2,2,7.52,24.9,20.3,54.9,3,76.2
2026-07-27,2026-07-28 01:50:00,After,60.8,14.8,36.78,41.3,2,7.09,22.2,23.3,54.5,2,73.0
2026-07-27,2026-07-28 02:10:00,After,66.9,14.5,36.3,35.7,5,6.8,17.3,22.0,60.7,3,57.7
